1
0
3
1
4
4
0
5
4
0
6
0
5
1
1
8
10
1
1
10
5
11
8
8
5
0
5
7
1
1
12
4
3
9
12
9
1
5
13
5
10
3
0
3
0
0
3
14
11
15
12
1
7
1
5
0
2
5
16
7
10
5
1
3
3
5
7
3
11
5
10
3
0
1
4
5
2
5
1
11
1
15
10
1
11
8
6
9
1
5
4
0
10
0
14
5
5
15
12
8
12
5
3
5
1
0
15
2
7
0
7
1
1
1
5
0
0
5
0
0
5
5
0
14
7
5
1
11
3
5
1
0
2
5
3
7
0
3
1
1
0
0
1
5
1
11
0
11
5
1
1
0
5
1
6
0
3
5
9
11
1
0
6
1
9
1
0
0
0
7
11
4
7
11
3
10
5
0
11
0
5
5
4
3
1
11
1
6
0
5
1
0
1
0
1
3
0
1
10
2
